http://en.wikipedia.org/wiki/Food_Paradise		List of Restaurants by Episode	2	Specialty(s)	Red hot spicy chili, chili con queso with five-alarm chili sauce___""The Great Balls of Fire"" (habenero fritters with ""sunshine and pain"" salsa), ""Volcano"" (Hot barbeque Kalua pork on grarlic bread)___""Vindaloo"" Indian-style curry x 10 = ""Phaal"" (13 different peppers + ghost chilies)___""Kua Kling Phat Tha Lung"" (Shredded beef Thai curry)___*Cornertap - ""Wingfest"" (""XXX Wings"") *Crosstown - ""Dynomite Spicy Challenge"" (""Devil's Sweat Wings"")"	"Red hot spicy chili, chili con queso with five-alarm chili sauce___*Cornertap - ""Wingfest"" (""XXX Wings"") *Crosstown - ""Dynomite Spicy Challenge"" (""Devil's Sweat Wings"")"	-0.747126437	0
http://en.wikipedia.org/wiki/Dim_Effect		Examples	0	Synthetic element	The concept of a saber-toothed squirrel, represented by Scrat in Ice Age. According to director Chris Wedge, artist Peter de Seve came up with the design for Scrat after a visit to the Museum of Natural History. Wedge called it ""sort of a squirrel based on some lemur.""___The velociraptors in the movie Jurassic Park (which were actually based on Deinonychus) were larger than any dromaeosaurid known at the time."	"The concept of a saber-toothed squirrel, represented by Scrat in Ice Age. According to director Chris Wedge, artist Peter de Seve came up with the design for Scrat after a visit to the Museum of Natural History. Wedge called it ""sort of a squirrel based on some lemur.""___The velociraptors in the movie Jurassic Park (which were actually based on Deinonychus) were larger than any dromaeosaurid known at the time."	-0.739583333	0
http://en.wikipedia.org/wiki/Texas_State_Highway_Loop_1		History	6	Notes	Northern terminus of Loop 1 completed, until July 1989 - with construction of the freeway extension to FM 734.___Southern terminus of Loop 1 completed, until October 1989 - with construction of the freeway extension to US 290.___Southern terminus of Loop 1 completed, until November 1990 - with construction of the roadway extension to Slaughter Lane.___Northern terminus of Loop 1 completed, until October 2006 - with construction of the SH 45 North/ Loop 1 Connector toll road. Stack interchange at US 183 is constructed - involved major freeway improvements between Steck Avenue and US 183, from March 1987 to June 1992.___Southern terminus of Loop 1 completed, until July 1991 - with construction of the roadway extension to La Crosse Avenue.___Southern terminus of Loop 1 completed, until May 1994 - with construction of the roadway extension to State Highway 45 .___Southern terminus of Loop 1 completed.___Construction on the SH 45 North Interchange began in September 2003. Northern terminus of Loop 1 completed."	"Northern terminus of Loop 1 completed, until October 2006 - with construction of the SH 45 North/ Loop 1 Connector toll road. Stack interchange at US 183 is constructed - involved major freeway improvements between Steck Avenue and US 183, from March 1987 to June 1992.___Southern terminus of Loop 1 completed."	-0.734513274	0
http://en.wikipedia.org/wiki/FedEx_Air_%26_Ground_NFL_Players_of_the_Week		2010 FedEx Ground winners	4	Key statistics and notes	McCoy had 120 yards on 16 carries and a career-high three touchdowns as the Eagles held off the Lions.___Peterson had 23 carries for 160 yards and two touchdowns, including one that went 80 yards, in the Vikings' 24-10 win over the Lions___Tomlinson rushed for 133 yards and two touchdowns in the Jets' 38-14 win over the Buffalo Bills.___Forte rushed for 166 yards on 22 carries including two touchdowns in the Bears win against the Panthers___Ivory rushed 15 times for 158 yards in the Saints' 31-6 win over the Tampa Bay Buccaneers___Hillis rushed the Browns to a win with 29 carries for 184 yards and two touchdowns in Cleveland's 34-14 win over the Patriots.___Jones-Drew had 23 rushes for 133 yards plus a reception off a screen pass that he ran for 75 yards to set up his game-winning one-yard rushing touchdown in the Jaguars' 24-20 win over the Cleveland Browns.___Hillis had 26 carries for 131 yards and three touchdowns in the Browns' 24-23 win over the Carolina Panthers.___Jones-Drew had 31 carries for 186 yards in the Jaguars' 17-6 win over the Titans.___McFadden had 16 carries for 123 yards, 3 receptions for 86 yards and 3 TDs (2 rushing, 1 receiving) in a loss to the Jaguars.___Rice had 31 carries for 153 yards, 5 receptions for 80 yards and 2 TDs (1 rushing, 1 receiving) in the Ravens' win over the Saints.___Blount had 18 carries for 164 yards in the Buccaneers' 38-15 win over the Seahawks.___Foster had 31 carries for 180 yards and 2 touchdowns in Texans' 34-17 win over the Jaguars."	"Peterson had 23 carries for 160 yards and two touchdowns, including one that went 80 yards, in the Vikings' 24-10 win over the Lions___Forte rushed for 166 yards on 22 carries including two touchdowns in the Bears win against the Panthers"	-0.741935484	0
http://it.wikipedia.org/wiki/Lovely_Sarah		Doppiaggio	2	Voce giapponese	Mie Suzuki___Naoko Watanabe___Run Sasaki___Chika Sakamoto___Yukiko Riwa___Taeko Nakanishi___Eiko Yamada___Seiko Nakano (ep. 1-3) Harumi Izuka (ep. 4-45)___Daisuke Gohzato___Asami Uchidono___Tomomichi Nishimura (ep. 30) Yusaku Okura (ep. 31-48)___- non disponibile -___Chieko Honda___Mitsuko Horie___Ideyuki Tanaka___Hideo Nakamura___Hojo Ginga___Toshiya Ueda___Run Sasaki___Sanae Takagi___Takuzo Kamiyama	Seiko Nakano (ep. 1-3) Harumi Izuka (ep. 4-45)___- non disponibile -	-0.743243243	2
http://en.wikipedia.org/wiki/The_Most_Beautifullest_Thing_in_This_World		Track listing	3	Sample(s)	""Back to Life (However Do You Want Me)"" by Soul II Soul ""Give the People What They Want"" by The O'Jays ""Kool is Back"" by Funk, Inc. ""Teddy's Jam"" by Guy___""Funkin' for Jamaica (N.Y.)"" by Tom Browne ""(Not Just) Knee Deep"" by Funkadelic___""Between the Sheets"" by The Isley Brothers ""Bootsy Get Live"" by Bootsy's Rubber Band ""Funky Worm"" by the Ohio Players ""You're Getting a Little too Smart"" by The Detroit Emeralds___""24 Karat Black Theme"" by 24 Carat Black______""Papa Was Too [Live]"" by Joe Tex___""Be Alright"" by Zapp ""Dance Floor"" by Zapp___""Bustin' Out (On Funk)"" by Rick James ""The Champ"" by The Mohawks ""Close the Door"" by Teddy Pendergrass ""I Get Lifted"" by George McCrae___""Under the Influence of a Groove"" by Bootsy's Rubber Band_________""I Heard It Through the Grapevine by Roger Troutman______""Player's Balling (Players Doin' Their Own Thing)"" by the Ohio Players___"	"Funkin' for Jamaica (N.Y.) by Tom Browne ""(Not Just) Knee Deep"" by Funkadelic___""Between the Sheets"" by The Isley Brothers ""Bootsy Get Live"" by Bootsy's Rubber Band ""Funky Worm"" by the Ohio Players ""You're Getting a Little too Smart"" by The Detroit Emeralds"	-0.730769231	0
http://en.wikipedia.org/wiki/Comparison_of_application_virtualization_software		List of application virtual machine implementations	5	Implementation Language	C___C___Forth, Forth Assembler___JDK, OpenJDK & IcedTea with regular JIT : Java, C, ASM ; IcedTea with the ""Zero"" JIT : Java, C___C++___C___C#, C___C___C, Perl___C, Perl___C___C++___C++___Smalltalk/Slang___C++___C___C"	"C___JDK, OpenJDK & IcedTea with regular JIT : Java, C, ASM ; IcedTea with the ""Zero"" JIT : Java, C"	-0.743589744	2
http://en.wikipedia.org/wiki/Ryde_or_Die_Vol._2		Track listing	4	Performer (s)	Intro: Sheek Louch backing vocals by Method Man Chorus: Sheek Louch, Redman & Method Man Verse 1: Sheek Louch Verse 2: Redman Verse 3: Method Man___Chorus: Eve Verse 1: Eve Verse 2: Jadakiss Verse 3: Eve Verse 4: Jadakiss Outro: Jadakiss & Eve___Chorus: Yung Wun Verse 1: Shiz Lansky Verse 2: Akbar Verse 3: Cassidy______Intro & all verses: Styles P Chorus: Jadakiss & Styles P___Drag-On______Intro & chorus: Busta Rhymes Verse 1: Swizz Beatz Verse 2: Busta Rhymes Verse 3: Swizz Beatz Outro: Swizz Beatz___Intro & all verses: Jadakiss Chorus: Styles P & Jadakiss___Intro: Swizz Beatz Chorus: Twista Verse 1: Twista Verse 2: Drag-On Interlude: Swizz Beatz Verse 3: Twista Verse 4: Drag-On___Intro: Styles P Chorus: Styles P & Sheek Louch Verse 1: Jadakiss Verse 2: Sheek Louch Verse 3: Styles P______Intro: Yung Wun Chorus: Yung Wun backing vocals by Swizz Beatz Verse 1: Yung Wun Verse 2: Trick Daddy Verse 3: Yung Wun___DMX___Parle"	"Intro: Sheek Louch backing vocals by Method Man Chorus: Sheek Louch, Redman & Method Man Verse 1: Sheek Louch Verse 2: Redman Verse 3: Method Man___DMX"	-0.733333333	2
http://en.wikipedia.org/wiki/Angular_momentum_operator		Quantization	2	Notes	For Sz, m is sometimes called ""spin projection quantum number"". For Jz, m is sometimes called ""total angular momentum projection quantum number"". This same quantization rule holds for any component of S or J, e.g. Sx or Jy.___(See above for terminology.)___(See above for terminology.)___(See above for terminology.)"	"For Sz, m is sometimes called ""spin projection quantum number"". For Jz, m is sometimes called ""total angular momentum projection quantum number"". This same quantization rule holds for any component of S or J, e.g. Sx or Jy.___(See above for terminology.)"	-0.73255814	0
http://en.wikipedia.org/wiki/Department_for_Communities_and_Local_Government?oldid=cur		Ministers	2	Portfolio	Faith and Communities___Housing, Local Growth, Cities and Regeneration; High Streets, Town Centres and Markets___Planning and Development; Local Growth (supporting Mark Prisk); Deregulation___Integration and Race Equality; Localism, Decentralisation and Community Rights; Building Regulations; Housing (supporting Mark Prisk); Climate Change and Sustainable Development___Local Government; Fire and resilience; Thames Gateway; Travellers; Community Pubs___Departmental business in the House of Lords; Troubled Families (supporting the Secretary of State); Productivity, procurement, and value for money; European Regional Development Fund; transparency; Queen Elizabeth II Conference Centre"	"Local Government; Fire and resilience; Thames Gateway; Travellers; Community Pubs___Departmental business in the House of Lords; Troubled Families (supporting the Secretary of State); Productivity, procurement, and value for money; European Regional Development Fund; transparency; Queen Elizabeth II Conference Centre"	-0.736263736	0
