http://en.wikipedia.org/wiki/Eric_Balfour		Filmography	1	Title	Trojan War___Can't Hardly Wait___Scrapbook___What Women Want___America's Sweethearts___Rain___Secondhand Lions___The Texas Chainsaw Massacre___Face of Terror___Rx___Lie with Me___In Her Shoes___The Elder Son___Hell Ride___The Spirit___Spread___Horsemen___Cell 213___Beatdown___Skyline___The Legend of Hell's Gate: An American Conspiracy	The Spirit___The Legend of Hell's Gate: An American Conspiracy	-20	2
http://en.wikipedia.org/wiki/Park_Jeong-Hwan		Promotion record	2	Notes	Promoted from 3 dan to 4 dan for winning the 4th Siptan.___Promoted from 4 dan to 5 dan for winning the 14th Chunwon___Promoted from 5 dan to 6 dan for defending his Siptan title.___Promoted from 6 dan to 7 dan after qualifying for the 2nd BC Card Cup main tournament.___Promoted to 9 dan for winning the Asian Games, becoming the youngest Korean 9 dan at 17 years old."	"Promoted from 3 dan to 4 dan for winning the 4th Siptan.___Promoted to 9 dan for winning the Asian Games, becoming the youngest Korean 9 dan at 17 years old."	-18	0
http://en.wikipedia.org/wiki/Duane_Eddy		Discography	5	Notes	Original copies featured gatefold covers, later replaced with regular covers. Also pressed in limited quantities of red vinyl and blue vinyl___Front cover featured photos of Duane Eddy with Brenda Lee and Annette Funicello"	"Original copies featured gatefold covers, later replaced with regular covers. Also pressed in limited quantities of red vinyl and blue vinyl___Front cover featured photos of Duane Eddy with Brenda Lee and Annette Funicello"	-18	0
http://tr.wikipedia.org/wiki/2000_NBA_Se%C3%A7meleri		Draft	4	Lise/Kolej	LSU So.___East St. Louis HS (East St. Louis, IL) HSSr.___Iowa State Jr.___Florida So.___Cincinnati Fr.___Texas Jr.___Michigan Fr.___Minnesota So.___Missouri So.___UCLA So.___Syracuse Sr.___Fresno State Sr.___Michigan State Sr.___Georgia Tech Sr.___Efes Pilsen (Turkey) 1979___Oklahoma State Sr.___DePaul So.___Kentucky Sr.___Hofstra Sr.___Michigan State Sr.___Florida Fr.___Washington Union HS (Fresno, CA) HSSr.___Benston Zagreb (Croatia) 1980___AEK (Greece) 1979___Auburn Sr.___Union Olimpija (Slovenia) 1979___St. John's So.___Stanford Sr."	"Stanford Sr.___East St. Louis HS (East St. Louis, IL) HSSr."	-24	0
http://en.wikipedia.org/wiki/List_of_bus_routes_in_Singapore		Routes	1	Origin	Choa Chu Kang Bus Interchange___Choa Chu Kang Bus Interchange Choa Chu Kang MRT/LRT Station___Serangoon Bus Interchange___Serangoon Bus Interchange___Hougang Central Bus Interchange___Jurong East Bus Interchange___Jurong East Bus Interchange___Jurong East Bus Interchange___Pasir Ris Bus Interchange___Pasir Ris Bus Interchange___Shenton Way Bus Terminal___Bedok Bus Interchange___Shenton Way Bus Terminal___Pasir Ris Bus Interchange___Boon Lay Bus Interchange___HarbourFront Bus Interchange___Bishan Bus Interchange	Boon Lay Bus Interchange___Choa Chu Kang Bus Interchange Choa Chu Kang MRT/LRT Station	-19	0
http://en.wikipedia.org/wiki/Wake_Up_and_Smell_the_Coffee		Track listing	1	Title	""Analyse""___""Time Is Ticking Out"" (O'Riordan, Noel Hogan)___""Dying Inside"" (O'Riordan, Hogan)___""This is the Day""___""The Concept""___""Wake Up and Smell the Coffee"" (O'Riordan, Hogan)___""Pretty Eyes""___""I Really Hope"" (O'Riordan, Hogan)___""Every Morning""___""Do You Know""___""Carry On""___""Chocolate Brown"" (O'Riordan, Hogan)"	"This is the Day___""Wake Up and Smell the Coffee"" (O'Riordan, Hogan)"	-17	2
http://fr.wikipedia.org/wiki/User_agent	Exemple	Exemples	2	User Agent	Mozilla/5.0 (X11; U; Linux i686 (x86_64); en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/3.0.195.0 Safari/532.0___Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.202.0 Safari/532.0___Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1___Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1___Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1___Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31___Mozilla/5.0 (Linux; Android 4.2.2; Nexus 7 Build/JDQ39) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.49 Safari/537.31___Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"	"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1___Mozilla/5.0 (X11; U; Linux i686 (x86_64); en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/3.0.195.0 Safari/532.0"	-21.32608696	0
http://en.wikipedia.org/wiki/Renal_tubular_acidosis			3	Type 4	Mild when present___Hyperkalemia___Deficiency of aldosterone, or a resistance to its effects, (hypoaldosteronism or pseudohypoaldosteronism)"	"Mild when present___Deficiency of aldosterone, or a resistance to its effects, (hypoaldosteronism or pseudohypoaldosteronism)"	-22	2
http://de.wikipedia.org/wiki/Globalfoundries	Werke	Geschichte	0	Bezeichnung	Fab 1, Modul 2 (ehem. AMD Fab 38)___Fab 1, Annex___Fab 2___Fab 3___Fab 3E___Fab 5/SMP___Fab 6/CSP___Fab 7___Fab 8"	"Fab 3E___Fab 1, Modul 2 (ehem. AMD Fab 38)"	-17	2
http://en.wikipedia.org/wiki/List_of_underground_stations_of_the_Merseyrail_network		Underground stations	5	Opened	22 June 1998.___1 February 1886.___1886___1836___2 May 1977 (Northern Line) 30 October 1977 (Wirral Line)	22 June 1998.___2 May 1977 (Northern Line) 30 October 1977 (Wirral Line)	-22.32608696	2
